patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
58c88c48-3ced-4d1f-93eb-22c9beced21a,Yến Bùi,987753748470,12/04/1996,0553356423,hoangjohn@example.net,"10 Phúc Nguyễn, 617033",Tim mạch,3.88,Bà Chi Nguyễn,10/06/2026
93fb71d0-dd32-4d9c-89ea-356a7abfcebf,Cô Chi Hoàng,756182437684,15/01/1940,0937041796,johnbui@example.com,"21 Phương Thế Hoàng, 555292",Huyết áp cao,7.32,Nam Lê,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Trọng Hữu Hoàng,386647658341,28/10/1967,0853973543,dle@example.com,"050 Anh Quang Mai, 126985",Khỏe mạnh,8.7,Hoàng Mai Phạm,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Cô Hải Nguyễn,505232495850,24/11/1947,0977977708,jane07@example.com,"477 Quang Vũ phố, 800596",Khỏe mạnh,7.06,Quý cô Lâm Lê,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Bà Hải Bùi,029351129786,25/07/1967,0518149414,johnle@example.net,"9 Ông Dũng Lê, 232315",Huyết áp cao,5.16,An Lê,13/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Hạnh Mai Vũ,311034551564,04/05/1947,0980817110,john72@example.net,"7 Cô Thành Bùi, 694116",Khỏe mạnh,8.31,Quý cô Nhật Vũ,01/06/2026
de12dbf1-493d-4196-8926-a02119da8262,Vũ Mai Bảo Trần,403431763041,31/07/2001,0301367637,hoangjohn@example.com,"653 Xuân Dương, 957091",Tim mạch,10.83,Huy Bùi,13/06/2026
af527666-b239-49f4-9bb5-46457ddac1b6,Bảo Quang Mai,921205207023,21/05/1976,0812332142,janenguyen@example.org,"736 Bà Kim Nguyễn, 844037",Huyết áp cao,6.25,Hồng Lê,07/02/2026
d6441a9d-3362-4476-953a-e57fe00bd534,Duyên Dương,202240608711,13/08/1997,0997500605,duongjohn@example.com,"6 Trọng Thế Hoàng, 567773",Khỏe mạnh,6.69,Quý cô Duyên Dương,09/03/2026
e4fd6c34-d670-4a21-a9dc-073e5820b3f2,Tú Nguyễn,984055165294,25/03/1939,0994438282,npham@example.net,"334 Linh Lê, 281614",Tim mạch,6.24,Khoa Trí Mai,29/04/2026
b676291d-4e32-4b4b-b168-c605ce1a1669,Cô Vi Dương,390691343363,14/12/1982,0960301360,vujane@example.org,"1 An Hoàng Đặng, 166938",Tim mạch,4.85,Cô Linh Lê,20/02/2026
e4729be5-f3c2-444a-b60a-3dcca7f77451,Duyên Mai,582353108086,23/11/2005,0716984499,john71@example.net,"0 Chị Ngọc Vũ, 872519",Khỏe mạnh,3.58,Cô Khoa Trần,08/06/2026
b69f5eab-b9ff-4c29-97d9-cbb0309e47ba,Cô Nhật Hoàng,242011356771,15/07/2004,0743473750,xtran@example.com,"4 Phương Trần, 422002",Tiểu đường,8.69,Bà Khoa Bùi,24/04/2026
1e26ed31-d9e9-4758-b6b9-04364b46ef33,Bà Bảo Mai,712288132322,09/03/1945,0847724562,jane33@example.net,"4 Chị Dương Lê xã, 697062",Tiểu đường,5.61,Cô Vân Bùi,01/06/2026
a18b5d15-5527-4407-bcd2-192f14b00f62,Phương Thị Dương,612521040658,19/02/1936,0515242965,john43@example.org,"12 Cô Bảo Vũ, 104895",Tiểu đường,7.99,Cô Mai Hoàng,22/05/2026
e45a87e8-039a-4ed5-b337-b2615f8392d5,Bà Thành Lê,807848292797,20/01/1936,0718666539,maijohn@example.org,"9 Phương Văn Bùi xã, 863187",Tim mạch,8.84,An Vũ,25/06/2026
303cb04b-c007-4336-9bf7-dda17d7c59a5,Hoàng Phú Đặng,423049229229,09/01/1966,0575956537,abui@example.net,"06 Cô Dương Bùi, 823255",Tim mạch,9.44,Hà Đức Vũ,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Vi Bùi,355131104062,22/06/1976,0530461541,lbui@example.org,"18 Duyên Trần, 309452",Tim mạch,4.92,Anh Phúc Mai,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Dũng Lê,658837461623,05/10/1963,0890229030,buijane@example.com,"972 An Bùi, 410401",Huyết áp cao,5.67,Cô Nhật Mai,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Cô Bảo Nguyễn,198551169316,21/06/1993,0914685030,phoang@example.org,"57 Chị Linh Phạm, 520245",Khỏe mạnh,11.28,Ông Minh Lê,14/05/2026
6bf7240f-ccc6-4fed-ba6e-43d0d9c59cd9,Ông Hưng Đặng,331903708484,09/03/1957,0963922676,janehoang@example.net,"6 Mai Trần, 531262",Tiểu đường,6.64,Chị Hương Bùi,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,An Bùi,793094143631,15/06/1948,0396125389,janehoang@example.com,"890 Hưng Bùi, 887931",Tiểu đường,9.95,Quý cô Hà Đặng,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Quý ông Minh Lê,219712714002,22/12/1997,0593958944,duongjane@example.org,"17 Kim Vũ, 675771",Huyết áp cao,8.92,Thảo Trần,03/06/2026
a335b2c8-9e7b-4e95-b692-641a9aad10ce,Bác Châu Trần,596090799176,24/08/1963,0925903918,jhoang@example.org,"89 Quý ông Minh Bùi, 457938",Tiểu đường,4.82,Nhật Bùi,09/01/2026
23f47a55-7e0f-40b2-aa06-1609e599bd3c,Duyên Mai,336122211074,27/02/1962,0807177211,hoangjohn@example.org,"5 Quý cô Linh Hoàng JanePhường, 717942",Huyết áp cao,4.28,Khoa Trí Đặng,23/05/2026
6ecca931-ef70-4d01-8da0-3d880c6f3051,Nam Bảo Mai,897275368252,18/12/1952,0540746113,vujane@example.org,"3 Dương Vũ, 244892",Huyết áp cao,4.61,Nhật Bùi,17/06/2026
ef7db821-bca0-458e-b63d-65d5505c7527,Vân Mai,462008255258,15/01/1975,0855923546,john73@example.org,"1 Khoa Hải Nguyễn, 947568",Khỏe mạnh,7.72,Hạnh Hoàng,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Lâm Tấn Đặng,095774263780,25/05/1957,0577218406,dangjohn@example.net,"0 Bà Ngọc Phạm, 922405",Tiểu đường,5.88,Kim Lê,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Bảo Văn Lê,020990575020,13/09/1969,0725805231,jane31@example.com,"8 Minh Quang Phạm, 178086",Huyết áp cao,3.75,Huy Mai Bảo Đặng,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Cô Bảo Dương,538627726792,14/03/1970,0342132451,johnpham@example.org,"Kim Vũ, 645895",Tim mạch,10.35,Nhật Lê,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Quý ông Trung Trần,352923114481,20/07/1980,0845667030,jane41@example.org,"573 Dương Nguyễn, 369054",Khỏe mạnh,3.51,Hoàng Lê,09/06/2026
cd8565ce-83a9-4235-9ffd-4015c53f1db3,Hạnh Trần,448096115993,10/09/1961,0744294218,duongjohn@example.net,"361 Hương Lê JanePhường, 447828",Tim mạch,4.66,Lâm Thị Trần,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Quý cô Lâm Trần,574786240125,11/09/1970,0810573179,jane64@example.net,"618 Duyên Lê, 925115",Huyết áp cao,8.62,Tùng Mai Bùi,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Quý cô Kim Phạm,666613495570,07/10/1956,0754844263,janenguyen@example.org,"Anh Tú Dương JohnHuyện, 320256",Tim mạch,10.19,Bảo Nguyễn,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Lâm Hoàng Lê,107766788151,05/03/1960,0762609656,maijohn@example.net,"1 Hải Lê, 234443",Tiểu đường,6.21,Khoa Đặng,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Nhật Lê,721183606495,26/03/1956,0765367420,johnduong@example.net,"6 Hạnh Bùi, 566991",Tim mạch,5.25,Huy Bùi,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Quang Mai,164027761818,24/03/1962,0807053465,buijane@example.net,"3 Ngọc Nguyễn, 909652",Khỏe mạnh,5.2,Quang Bùi,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Bà Xuân Bùi,969431297331,24/01/1958,0345392905,lejane@example.net,"7 Phúc Trí Trần, 377198",Tiểu đường,5.74,Bảo Thị Hoàng,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Dương Nguyễn,790960027723,07/08/1979,0357374791,johndang@example.net,"65 Anh Nhiên Mai, 610511",Huyết áp cao,7.55,Quý ông Quang Đặng,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Chị Hương Hoàng,104445622783,06/12/1960,0973171482,john92@example.net,"Tùng Đặng phố, 355506",Huyết áp cao,10.59,An Bùi,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Quý cô Lâm Phạm,644130147974,25/06/1955,0508584208,imai@example.org,"9 Bảo Hoàng Lê, 278852",Tiểu đường,11.36,Quý cô Vân Đặng,04/06/2026
2e8ff5a8-c47a-4b7e-9209-383b95284c0a,Bác Châu Vũ,070406550116,18/03/1997,0943656575,ivu@example.net,"886 Trung Bùi, 627778",Khỏe mạnh,11.06,Duyên Vũ,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Trọng Hải Dương,718862638893,17/07/2006,0726069543,maijane@example.com,"65 Phúc Đặng, 187889",Tiểu đường,5.1,Nam Nguyễn,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Quý cô Yến Bùi,344235666008,13/07/1951,0354252040,janenguyen@example.com,"12 Quang Mai, 483405",Tiểu đường,7.38,Hưng Dương,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Trọng Bảo Dương,235565780788,01/05/2001,0743014568,hoangjane@example.com,"1 Anh Bảo Vũ, 939756",Tim mạch,9.87,Trung Mai,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Hải Đức Nguyễn,615662043600,28/06/1947,0327470466,john37@example.org,"6 Hưng Thị Lê xã, 111230",Huyết áp cao,5.65,Huy Thị Mai,02/06/2026
b2cd9a0a-840c-4cb0-82b3-43849979cf26,Dương Phạm,162521695608,14/06/1984,0735152722,dangjane@example.org,"JanePhường
93 Quý cô Nhật Mai, 676289",Tim mạch,6.04,Lâm Hải Đặng,09/03/2026
46c937e0-d0c5-4550-b69a-053958f42098,Trung Bảo Bùi,656365378088,16/02/1936,0789209748,jane44@example.com,"18 Duyên Lê, 607122",Tim mạch,11.21,Xuân Đặng,13/05/2026
dcad8ec2-963a-4333-a582-95dc75f1c654,Vân Hoàng,637264329071,01/08/1970,0771725796,vujohn@example.net,"58 Anh Hải Nguyễn, 806423",Huyết áp cao,11.55,Kim Mai Bảo Mai,02/03/2026
92ded495-e4f1-48e8-b7f3-f32b5a81762a,Bà Vân Phạm,527408222078,29/05/2003,0387005021,vujohn@example.org,"952 Hà Mai Bảo Hoàng, 144316",Huyết áp cao,7.75,Dương Vũ,06/04/2026
e5a1c6e4-e188-4146-bc40-a3d4e5eb4549,Ông Trung Hoàng,424318658270,21/01/2005,0919022614,janele@example.org,"80 Thành Quang Đặng, 643377",Tiểu đường,7.34,Mai Hoàng,11/05/2026
19ca9c1b-94bc-447a-a122-318935f3de4a,Hạnh Thế Vũ,118573289640,08/04/1971,0582268784,johnle@example.net,"63 Nhiên Trần, 288627",Huyết áp cao,3.65,Hương Vũ,06/06/2026
db370ca7-6ea5-4341-8e2a-c3ff3c5dba42,Quang Thế Nguyễn,821197014991,13/11/1999,0559217150,janemai@example.com,"44 Phương Xuân Lê JohnHuyện, 599687",Khỏe mạnh,11.05,Chị Xuân Mai,20/02/2026
8eb7c306-8f73-498e-9c3d-0d5f5c6801d6,Cô Ngọc Trần,690421569028,14/07/1991,0960894468,anguyen@example.com,"Quý cô Kim Hoàng, 762398",Tiểu đường,8.55,Tùng Dương,23/03/2026
679f2f42-9256-4707-9cc0-5b67a19b224a,Vân Bùi,591006588586,05/04/1982,0994588683,zle@example.com,"6 Quang Bảo Nguyễn, 292818",Huyết áp cao,7.06,Cô Hồng Nguyễn,09/05/2026
b360dfaa-be6e-4d47-b0c0-804b406bf02d,Tú Tấn Vũ,720254807715,13/07/1989,0964061671,jane46@example.org,"81 Quý cô Khoa Lê JaneQuận, 359414",Huyết áp cao,9.35,Anh Tùng Nguyễn,26/01/2026
075072d6-2bac-4712-96a9-19e886d895e5,Chị Kim Vũ,318846207522,02/10/1979,0712274201,johnle@example.org,"8 Nam Mai, 665883",Tiểu đường,10.41,Hạnh Bảo Lê,13/03/2026
4db6f475-27dd-4ac4-8282-b6e46986305a,Quý ông Trung Dương,623714998206,16/01/1954,0799524103,dangjohn@example.com,"40 Cô Phương Đặng xã, 687783",Khỏe mạnh,6.9,Quý cô Khoa Mai,19/05/2026
d413c850-63c4-476d-a55f-a725bcb3c168,Lâm Quang Bùi,531780741765,16/12/1992,0827562845,johnle@example.com,"31 Cô Dương Đặng, 834498",Tiểu đường,10.83,Hoàng Lê,30/01/2026
05aa5eab-88f3-47ea-b83f-52740cb4afe1,Nam Lê,564707405916,05/07/1952,0933656833,jane84@example.net,"564 Thành Hải Mai, 158760",Huyết áp cao,7.6,Phương Phú Vũ,16/04/2026
e54c8739-3133-439e-ae7d-952b785b8a07,Nhật Hữu Mai,639960418218,03/02/1952,0937121649,johnduong@example.org,"718 Thảo Mai, 759726",Khỏe mạnh,6.93,Thành Nguyễn,12/04/2026
a3760c2d-7b31-4cdc-80d9-1a8e1f44aa88,Hà Hoàng,537666436138,01/08/1942,0809139586,janebui@example.com,"491 Hưng Hoàng JohnHuyện, 908239",Tim mạch,11.07,Quý cô Hương Lê,08/04/2026
56a2d49d-9e5f-4273-af9a-116817661795,Cô Hạnh Hoàng,111187844724,10/06/1956,0788062100,jane85@example.net,"30 Anh Tú Trần, 840951",Tim mạch,8.16,Quý cô Hà Trần,06/02/2026
59008d65-8b2a-4759-afc6-c4e691135d7e,Lâm Đặng,236526678859,25/04/1957,0974666332,janele@example.net,"5 Phúc Hoàng Đặng JaneXã, 350385",Tiểu đường,10.06,Hoàng Lê,12/04/2026
8d2cfe83-c407-4654-bf5f-61aaaee7c7a5,Chị Yến Vũ,312515347428,27/04/1979,0358022264,janenguyen@example.com,"031 Châu Vũ JaneXã, 754280",Tim mạch,7.78,Anh Dũng Mai,12/02/2026
03599c6d-1224-4bd2-b7c4-b3ee9b1fc6d1,Lâm Vũ,523857390198,13/03/1999,0860434948,maijohn@example.com,"4 Hạnh Đặng phố, 860397",Tim mạch,9.34,Linh Vũ,13/04/2026
a0154d65-91ed-454a-bfae-ef01a8290f3c,Ngọc Dương,637845303718,18/03/1984,0915384151,johnhoang@example.net,"5 Bác Khoa Hoàng, 532373",Tiểu đường,9.2,Châu Trần,16/02/2026
60042231-36c3-4e85-8bae-295e902a405c,Bà Thảo Đặng,517169864561,25/05/1996,0864040820,janemai@example.org,"Quý ông Anh Bùi
350 Nhật Trần, 198867",Tim mạch,9.39,Khoa Văn Lê,31/01/2026
e3be7ca0-5df9-44fb-83d6-43ed236eb832,Ánh Bùi,047489567827,01/01/1948,0574040089,jane31@example.org,"27 Quý cô Nhật Bùi, 908348",Huyết áp cao,11.86,Phương Thế Phạm,18/06/2026
3a0a2b59-c538-4872-9eaa-543e1edbbe71,Lan Hoàng,229792137659,10/11/1942,0728728147,dnguyen@example.net,"067 Quang Thế Lê, 238610",Tim mạch,8.57,Xuân Bùi,25/05/2026
4336ffe5-6631-46a7-8c53-b74c0c9fa6e6,Quý cô Khoa Mai,388479470918,17/08/1994,0938605101,john66@example.com,"9 Yến Dương, 817999",Huyết áp cao,11.01,Phúc Hải Lê,24/03/2026
521be8c2-30c3-4f8a-992a-b43d5d822e3a,Cô Ánh Phạm,583718975986,12/07/1958,0579476417,janepham@example.org,"521 Kim Phú Trần, 827497",Khỏe mạnh,5.68,Chị An Hoàng,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Quý ông Nhiên Đặng,426285365392,11/09/1970,0572631788,phamjohn@example.com,"98 Cô An Trần, 747983",Huyết áp cao,10.85,Anh Dũng Nguyễn,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Trọng Nguyễn,394220098901,02/02/1938,0568330177,dangjane@example.net,"Bác Nhiên Lê
387 Phúc Hoàng, 655132",Khỏe mạnh,6.8,Hải Đức Phạm,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Bà Kim Phạm,731228701105,18/09/2003,0576725086,cmai@example.net,"256 Bác Phúc Trần, 260169",Khỏe mạnh,6.74,Quý cô Thảo Hoàng,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Vi Trần,626928197193,25/11/1953,0925974802,maijane@example.com,"881 Cô Vân Hoàng xã, 418083",Khỏe mạnh,8.07,Hồng Dương,21/01/2026
